"sim","seed","cell","pstar","errored","error_msg","declared","max_pcons","n_rows_out_sg","n_candidates_total","n_passed","sg.def","n","n_treated","events","event_rate","settings_ok","settings_bad","effect_measure","warnings","seconds"
1,8316952,1,0.9,FALSE,NA,0,NA,0,16,0,"",686,246,296,0.431486880466472,TRUE,"","NULL","",5.186
2,8316953,1,0.9,FALSE,NA,1,0.99,5,223,5,"{age <= 46} & {er <= 9}",686,246,280,0.408163265306122,TRUE,"","NULL","",7.373
3,8316954,1,0.9,FALSE,NA,1,0.93,6,159,6,"!{pgr <= 26} & !{er <= 100}",686,246,288,0.419825072886297,TRUE,"","NULL","",6.413
4,8316955,1,0.9,FALSE,NA,0,NA,0,36,0,"",686,246,273,0.397959183673469,TRUE,"","NULL","",4.028
5,8316956,1,0.9,FALSE,NA,0,NA,0,73,0,"",686,246,307,0.447521865889213,TRUE,"","NULL","",5.906
6,8316957,1,0.9,FALSE,NA,1,0.97,2,103,2,"!{pgr <= 77} & {er <= 100}",686,246,284,0.41399416909621,TRUE,"","NULL","",5.665
7,8316958,1,0.9,FALSE,NA,1,0.92,1,46,1,"!{size <= 35} & !{age <= 46}",686,246,298,0.434402332361516,TRUE,"","NULL","",5.13
8,8316959,1,0.9,FALSE,NA,0,NA,0,14,0,"",686,246,296,0.431486880466472,TRUE,"","NULL","",4.057
9,8316960,1,0.9,FALSE,NA,1,1,32,164,32,"!{pgr <= 184} & {age <= 61}",686,246,291,0.424198250728863,TRUE,"","NULL","",4.696
10,8316961,1,0.9,FALSE,NA,1,0.98,4,148,4,"!{age <= 61} & {er <= 70}",686,246,280,0.408163265306122,TRUE,"","NULL","",7.283
11,8316962,1,0.9,FALSE,NA,1,0.97,3,162,3,"{er <= 17} & {size <= 20}",686,246,312,0.454810495626822,TRUE,"","NULL","",6.588
12,8316963,1,0.9,FALSE,NA,0,NA,0,40,0,"",686,246,267,0.389212827988338,TRUE,"","NULL","",4.689
13,8316964,1,0.9,FALSE,NA,0,NA,0,39,0,"",686,246,291,0.424198250728863,TRUE,"","NULL","",4.209
14,8316965,1,0.9,FALSE,NA,1,0.96,4,90,4,"!{age <= 53} & {er <= 17}",686,246,317,0.462099125364431,TRUE,"","NULL","",6.534
15,8316966,1,0.9,FALSE,NA,1,0.97,1,61,1,"!{age <= 61} & !{er <= 9}",686,246,295,0.43002915451895,TRUE,"","NULL","",5.065
16,8316967,1,0.9,FALSE,NA,0,NA,0,39,0,"",686,246,285,0.415451895043732,TRUE,"","NULL","",4.725
17,8316968,1,0.9,FALSE,NA,1,0.95,3,104,3,"{er <= 70} & !{pgr <= 45}",686,246,300,0.43731778425656,TRUE,"","NULL","",5.481
18,8316969,1,0.9,FALSE,NA,0,NA,0,16,0,"",686,246,291,0.424198250728863,TRUE,"","NULL","",5.202
19,8316970,1,0.9,FALSE,NA,0,NA,0,114,0,"",686,246,317,0.462099125364431,TRUE,"","NULL","",6.06
20,8316971,1,0.9,FALSE,NA,0,NA,0,78,0,"",686,246,315,0.459183673469388,TRUE,"","NULL","",5.807
21,8316972,1,0.9,FALSE,NA,1,0.91,1,99,1,"!{pgr <= 16} & {er <= 17}",686,246,327,0.47667638483965,TRUE,"","NULL","",5.244
22,8316973,1,0.9,FALSE,NA,0,NA,0,64,0,"",686,246,298,0.434402332361516,TRUE,"","NULL","",6.061
23,8316974,1,0.9,FALSE,NA,0,NA,0,27,0,"",686,246,324,0.472303206997085,TRUE,"","NULL","",4.869
24,8316975,1,0.9,FALSE,NA,0,NA,0,57,0,"",686,246,277,0.403790087463557,TRUE,"","NULL","",4.953
25,8316976,1,0.9,FALSE,NA,0,NA,0,66,0,"",686,246,283,0.412536443148688,TRUE,"","NULL","",5.054
26,8316977,1,0.9,FALSE,NA,1,0.94,2,92,2,"{age <= 53} & {meno}",686,246,306,0.446064139941691,TRUE,"","NULL","",6.256
27,8316978,1,0.9,FALSE,NA,0,NA,0,87,0,"",686,246,310,0.451895043731778,TRUE,"","NULL","",5.971
28,8316979,1,0.9,FALSE,NA,1,0.98,17,358,17,"{pgr <= 2} & {nodes <= 5}",686,246,330,0.481049562682216,TRUE,"","NULL","",9.002
29,8316980,1,0.9,FALSE,NA,0,NA,0,31,0,"",686,246,293,0.427113702623907,TRUE,"","NULL","",3.497
30,8316981,1,0.9,FALSE,NA,0,NA,0,46,0,"",686,246,304,0.443148688046647,TRUE,"","NULL","",5.597
31,8316982,1,0.9,FALSE,NA,0,NA,0,1,0,"",686,246,322,0.469387755102041,TRUE,"","NULL","",4.478
32,8316983,1,0.9,FALSE,NA,0,NA,0,169,0,"",686,246,291,0.424198250728863,TRUE,"","NULL","",6.48
33,8316984,1,0.9,FALSE,NA,1,0.9,1,36,1,"{pgr <= 2} & !{nodes <= 3}",686,246,295,0.43002915451895,TRUE,"","NULL","",4.736
34,8316985,1,0.9,FALSE,NA,0,NA,0,54,0,"",686,246,325,0.473760932944606,TRUE,"","NULL","",3.936
35,8316986,1,0.9,FALSE,NA,1,0.95,4,213,4,"{er <= 17} & !{er <= 9}",686,246,302,0.440233236151603,TRUE,"","NULL","",8.144
36,8316987,1,0.9,FALSE,NA,1,1,8,154,8,"!{er <= 30} & {pgr <= 45}",686,246,286,0.416909620991254,TRUE,"","NULL","",6.204
37,8316988,1,0.9,FALSE,NA,1,1,16,179,16,"{er <= 70} & {pgr <= 0}",686,246,304,0.443148688046647,TRUE,"","NULL","",6.57
38,8316989,1,0.9,FALSE,NA,0,NA,0,60,0,"",686,246,310,0.451895043731778,TRUE,"","NULL","",3.768
39,8316990,1,0.9,FALSE,NA,1,0.99,26,412,26,"{nodes <= 1} & !{pgr <= 16}",686,246,289,0.421282798833819,TRUE,"","NULL","",10.714
40,8316991,1,0.9,FALSE,NA,0,NA,0,27,0,"",686,246,293,0.427113702623907,TRUE,"","NULL","",4.557
41,8316992,1,0.9,FALSE,NA,0,NA,0,79,0,"",686,246,315,0.459183673469388,TRUE,"","NULL","",5.424
42,8316993,1,0.9,FALSE,NA,1,0.93,2,56,2,"{nodes <= 5} & !{nodes <= 3}",686,246,282,0.411078717201166,TRUE,"","NULL","",3.796
43,8316994,1,0.9,FALSE,NA,0,NA,0,23,0,"",686,246,274,0.399416909620991,TRUE,"","NULL","",5.528
44,8316995,1,0.9,FALSE,NA,1,0.91,1,92,1,"{nodes <= 1} & !{meno}",686,246,289,0.421282798833819,TRUE,"","NULL","",5.871
45,8316996,1,0.9,FALSE,NA,0,NA,0,4,0,"",686,246,312,0.454810495626822,TRUE,"","NULL","",4.559
46,8316997,1,0.9,FALSE,NA,0,NA,0,14,0,"",686,246,313,0.456268221574344,TRUE,"","NULL","",4.52
47,8316998,1,0.9,FALSE,NA,0,NA,0,10,0,"",686,246,296,0.431486880466472,TRUE,"","NULL","",5.158
48,8316999,1,0.9,FALSE,NA,0,NA,0,9,0,"",686,246,279,0.406705539358601,TRUE,"","NULL","",4.408
49,8317000,1,0.9,FALSE,NA,0,NA,0,63,0,"",686,246,332,0.483965014577259,TRUE,"","NULL","",5.094
50,8317001,1,0.9,FALSE,NA,0,NA,0,32,0,"",686,246,292,0.425655976676385,TRUE,"","NULL","",4.71
51,8317002,1,0.9,FALSE,NA,0,NA,0,31,0,"",686,246,297,0.432944606413994,TRUE,"","NULL","",5.464
52,8317003,1,0.9,FALSE,NA,0,NA,0,20,0,"",686,246,310,0.451895043731778,TRUE,"","NULL","",4.823
53,8317004,1,0.9,FALSE,NA,0,NA,0,127,0,"",686,246,320,0.466472303206997,TRUE,"","NULL","",5.913
54,8317005,1,0.9,FALSE,NA,0,NA,0,12,0,"",686,246,296,0.431486880466472,TRUE,"","NULL","",4.322
55,8317006,1,0.9,FALSE,NA,0,NA,0,3,0,"",686,246,309,0.450437317784257,TRUE,"","NULL","",5.547
56,8317007,1,0.9,FALSE,NA,0,NA,0,94,0,"",686,246,302,0.440233236151603,TRUE,"","NULL","",5.825
57,8317008,1,0.9,FALSE,NA,1,0.93,2,221,2,"!{pgr <= 114} & !{age <= 53}",686,246,284,0.41399416909621,TRUE,"","NULL","",6.971
58,8317009,1,0.9,FALSE,NA,0,NA,0,53,0,"",686,246,312,0.454810495626822,TRUE,"","NULL","",4.581
59,8317010,1,0.9,FALSE,NA,1,0.94,1,37,1,"{age <= 46} & {er <= 17}",686,246,308,0.448979591836735,TRUE,"","NULL","",6.066
60,8317011,1,0.9,FALSE,NA,1,0.95,6,154,6,"{age <= 46} & {er <= 30}",686,246,300,0.43731778425656,TRUE,"","NULL","",6.803
61,8317012,1,0.9,FALSE,NA,1,0.96,7,287,7,"{nodes <= 3} & {pgr <= 8}",686,246,300,0.43731778425656,TRUE,"","NULL","",7.99
62,8317013,1,0.9,FALSE,NA,1,0.99,1,84,1,"{er <= 17} & !{er <= 9}",686,246,291,0.424198250728863,TRUE,"","NULL","",4.182
63,8317014,1,0.9,FALSE,NA,1,0.98,15,484,15,"!{pgr <= 77} & !{nodes <= 3}",686,246,293,0.427113702623907,TRUE,"","NULL","",6.42
64,8317015,1,0.9,FALSE,NA,0,NA,0,91,0,"",686,246,306,0.446064139941691,TRUE,"","NULL","",6.441
65,8317016,1,0.9,FALSE,NA,1,0.91,1,85,1,"!{age <= 61} & !{size <= 25}",686,246,286,0.416909620991254,TRUE,"","NULL","",5.661
66,8317017,1,0.9,FALSE,NA,0,NA,0,9,0,"",686,246,287,0.418367346938776,TRUE,"","NULL","",4.371
67,8317018,1,0.9,FALSE,NA,0,NA,0,32,0,"",686,246,305,0.444606413994169,TRUE,"","NULL","",4.782
68,8317019,1,0.9,FALSE,NA,0,NA,0,60,0,"",686,246,299,0.435860058309038,TRUE,"","NULL","",5.863
69,8317020,1,0.9,FALSE,NA,0,NA,0,2,0,"",686,246,291,0.424198250728863,TRUE,"","NULL","",4.522
70,8317021,1,0.9,FALSE,NA,1,0.98,3,116,3,"!{age <= 61} & !{er <= 174}",686,246,318,0.463556851311953,TRUE,"","NULL","",5.969
71,8317022,1,0.9,FALSE,NA,0,NA,0,41,0,"",686,246,291,0.424198250728863,TRUE,"","NULL","",5.009
72,8317023,1,0.9,FALSE,NA,0,NA,0,144,0,"",686,246,289,0.421282798833819,TRUE,"","NULL","",8.093
73,8317024,1,0.9,FALSE,NA,0,NA,0,27,0,"",686,246,299,0.435860058309038,TRUE,"","NULL","",4.769
74,8317025,1,0.9,FALSE,NA,1,0.98,7,106,7,"{pgr <= 2} & !{grade3}",686,246,296,0.431486880466472,TRUE,"","NULL","",5.761
75,8317026,1,0.9,FALSE,NA,0,NA,0,50,0,"",686,246,326,0.475218658892128,TRUE,"","NULL","",4.475
76,8317027,1,0.9,FALSE,NA,1,0.98,17,318,17,"{er <= 44} & !{pgr <= 77}",686,246,301,0.438775510204082,TRUE,"","NULL","",9.57
77,8317028,1,0.9,FALSE,NA,0,NA,0,34,0,"",686,246,257,0.37463556851312,TRUE,"","NULL","",4.919
78,8317029,1,0.9,FALSE,NA,0,NA,0,10,0,"",686,246,280,0.408163265306122,TRUE,"","NULL","",4.203
79,8317030,1,0.9,FALSE,NA,1,0.91,1,25,1,"{nodes <= 1} & {meno}",686,246,295,0.43002915451895,TRUE,"","NULL","",4.235
80,8317031,1,0.9,FALSE,NA,1,0.98,5,167,5,"!{age <= 53} & {er <= 17}",686,246,295,0.43002915451895,TRUE,"","NULL","",7.717
81,8317032,1,0.9,FALSE,NA,1,0.95,2,86,2,"{age <= 46} & !{pgr <= 16}",686,246,309,0.450437317784257,TRUE,"","NULL","",5.302
82,8317033,1,0.9,FALSE,NA,1,0.99,4,196,4,"!{nodes <= 3} & {er <= 3}",686,246,316,0.46064139941691,TRUE,"","NULL","",6.513
83,8317034,1,0.9,FALSE,NA,1,0.9,1,87,1,"{grade3} & {pgr <= 8}",686,246,323,0.470845481049563,TRUE,"","NULL","",4.547
84,8317035,1,0.9,FALSE,NA,1,0.99,3,285,3,"!{size <= 35} & {er <= 100}",686,246,305,0.444606413994169,TRUE,"","NULL","",9.455
85,8317036,1,0.9,FALSE,NA,0,NA,0,29,0,"",686,246,325,0.473760932944606,TRUE,"","NULL","",5.288
86,8317037,1,0.9,FALSE,NA,1,0.95,6,182,6,"!{age <= 61} & {er <= 294}",686,246,301,0.438775510204082,TRUE,"","NULL","",6.861
87,8317038,1,0.9,FALSE,NA,0,NA,0,171,0,"",686,246,300,0.43731778425656,TRUE,"","NULL","",4.677
88,8317039,1,0.9,FALSE,NA,0,NA,0,49,0,"",686,246,316,0.46064139941691,TRUE,"","NULL","",3.213
89,8317040,1,0.9,FALSE,NA,0,NA,0,42,0,"",686,246,296,0.431486880466472,TRUE,"","NULL","",6.156
90,8317041,1,0.9,FALSE,NA,0,NA,0,46,0,"",686,246,288,0.419825072886297,TRUE,"","NULL","",5.162
91,8317042,1,0.9,FALSE,NA,1,0.94,2,99,2,"!{er <= 100} & !{size <= 25}",686,246,288,0.419825072886297,TRUE,"","NULL","",5.75
92,8317043,1,0.9,FALSE,NA,1,0.91,2,140,2,"{nodes <= 3} & {er <= 100}",686,246,310,0.451895043731778,TRUE,"","NULL","",5.778
93,8317044,1,0.9,FALSE,NA,0,NA,0,278,0,"",686,246,291,0.424198250728863,TRUE,"","NULL","",9.095
94,8317045,1,0.9,FALSE,NA,0,NA,0,56,0,"",686,246,280,0.408163265306122,TRUE,"","NULL","",5.164
95,8317046,1,0.9,FALSE,NA,0,NA,0,136,0,"",686,246,312,0.454810495626822,TRUE,"","NULL","",6.276
96,8317047,1,0.9,FALSE,NA,1,0.97,6,191,6,"{size <= 20} & {age <= 53}",686,246,294,0.428571428571429,TRUE,"","NULL","",5.201
97,8317048,1,0.9,FALSE,NA,0,NA,0,2,0,"",686,246,315,0.459183673469388,TRUE,"","NULL","",5.246
98,8317049,1,0.9,FALSE,NA,0,NA,0,47,0,"",686,246,304,0.443148688046647,TRUE,"","NULL","",5.047
99,8317050,1,0.9,FALSE,NA,0,NA,0,94,0,"",686,246,309,0.450437317784257,TRUE,"","NULL","",5.456
100,8317051,1,0.9,FALSE,NA,1,0.99,4,197,4,"{nodes <= 1} & {pgr <= 16}",686,246,308,0.448979591836735,TRUE,"","NULL","",6.408
101,8317052,1,0.9,FALSE,NA,0,NA,0,76,0,"",686,246,274,0.399416909620991,TRUE,"","NULL","",6.5
102,8317053,1,0.9,FALSE,NA,1,0.96,2,117,2,"{pgr <= 8} & {size <= 29}",686,246,313,0.456268221574344,TRUE,"","NULL","",6.196
103,8317054,1,0.9,FALSE,NA,1,0.99,4,147,4,"{er <= 3} & !{pgr <= 0}",686,246,272,0.396501457725948,TRUE,"","NULL","",6.4
104,8317055,1,0.9,FALSE,NA,1,0.95,4,419,4,"{grade3} & !{pgr <= 2}",686,246,315,0.459183673469388,TRUE,"","NULL","",7.469
105,8317056,1,0.9,FALSE,NA,1,0.93,6,235,6,"{er <= 9} & !{er <= 3}",686,246,300,0.43731778425656,TRUE,"","NULL","",8.462
106,8317057,1,0.9,FALSE,NA,1,0.95,4,66,4,"{er <= 44} & !{er <= 9}",686,246,310,0.451895043731778,TRUE,"","NULL","",5.019
107,8317058,1,0.9,FALSE,NA,1,0.98,1,49,1,"!{size <= 35} & {nodes <= 5}",686,246,313,0.456268221574344,TRUE,"","NULL","",5.133
108,8317059,1,0.9,FALSE,NA,0,NA,0,38,0,"",686,246,289,0.421282798833819,TRUE,"","NULL","",4.143
109,8317060,1,0.9,FALSE,NA,1,0.98,11,228,11,"!{er <= 44} & {er <= 100}",686,246,288,0.419825072886297,TRUE,"","NULL","",8.47
110,8317061,1,0.9,FALSE,NA,1,0.95,3,118,3,"{age <= 46} & !{nodes <= 3}",686,246,297,0.432944606413994,TRUE,"","NULL","",5.65
111,8317062,1,0.9,FALSE,NA,0,NA,0,68,0,"",686,246,299,0.435860058309038,TRUE,"","NULL","",5.409
112,8317063,1,0.9,FALSE,NA,1,0.93,2,132,2,"{er <= 17} & !{pgr <= 16}",686,246,318,0.463556851311953,TRUE,"","NULL","",4.699
113,8317064,1,0.9,FALSE,NA,1,0.98,3,127,3,"!{pgr <= 45} & !{size <= 35}",686,246,302,0.440233236151603,TRUE,"","NULL","",7.61
114,8317065,1,0.9,FALSE,NA,1,0.98,11,417,11,"{size <= 29} & !{er <= 100}",686,246,272,0.396501457725948,TRUE,"","NULL","",9.307
115,8317066,1,0.9,FALSE,NA,0,NA,0,8,0,"",686,246,304,0.443148688046647,TRUE,"","NULL","",4.237
116,8317067,1,0.9,FALSE,NA,0,NA,0,39,0,"",686,246,304,0.443148688046647,TRUE,"","NULL","",3.51
117,8317068,1,0.9,FALSE,NA,0,NA,0,55,0,"",686,246,303,0.441690962099125,TRUE,"","NULL","",3.477
118,8317069,1,0.9,FALSE,NA,1,0.92,1,81,1,"{grade3} & !{nodes <= 1}",686,246,311,0.4533527696793,TRUE,"","NULL","",6.39
119,8317070,1,0.9,FALSE,NA,0,NA,0,24,0,"",686,246,296,0.431486880466472,TRUE,"","NULL","",4.828
120,8317071,1,0.9,FALSE,NA,0,NA,0,57,0,"",686,246,282,0.411078717201166,TRUE,"","NULL","",4.887
121,8317072,1,0.9,FALSE,NA,0,NA,0,14,0,"",686,246,299,0.435860058309038,TRUE,"","NULL","",4.615
122,8317073,1,0.9,FALSE,NA,0,NA,0,77,0,"",686,246,315,0.459183673469388,TRUE,"","NULL","",6.65
