"sim","seed","errored","error_msg","any.H","size.H","sg.def","p.cens","n_candidates_total","n_passed","hr.itt","warnings","seconds"
377,8317328,FALSE,NA,0,0,"",0.568513119533528,29,0,0.652734855057891,"",3.69200000000001
378,8317329,FALSE,NA,0,0,"",0.575801749271137,67,0,0.735584944131616,"",4.21299999999999
379,8317330,FALSE,NA,1,62,"{age <= 46} & !{nodes <= 5}",0.584548104956268,35,1,0.758025078107227,"",3.55999999999999
380,8317331,FALSE,NA,0,0,"",0.571428571428571,39,0,0.633743514700003,"",4.22500000000001
381,8317332,FALSE,NA,1,74,"!{er <= 73} & {pgr <= 46}",0.578717201166181,18,2,0.605730937248679,"",3.96900000000001
382,8317333,FALSE,NA,0,0,"",0.580174927113703,109,0,0.720572415325541,"",4.393
383,8317334,FALSE,NA,0,0,"",0.591836734693878,9,0,0.638780030920098,"",3.62100000000001
384,8317335,FALSE,NA,0,0,"",0.540816326530612,198,0,0.78587486884132,"",5.613
385,8317336,FALSE,NA,0,0,"",0.593294460641399,12,0,0.612004683436758,"",3.41600000000001
386,8317337,FALSE,NA,0,0,"",0.581632653061224,89,0,0.709217914023341,"",4.152
387,8317338,FALSE,NA,0,0,"",0.590379008746356,11,0,0.596763155596925,"",3.78200000000001
388,8317339,FALSE,NA,1,95,"!{pgr <= 77} & {er <= 65}",0.590379008746356,155,1,0.787912438548217,"",4.76300000000001
389,8317340,FALSE,NA,0,0,"",0.575801749271137,126,0,0.697615610866546,"",4.90600000000001
390,8317341,FALSE,NA,1,125,"{size <= 35} & {grade3}",0.549562682215743,117,4,0.734454977558757,"",4.50799999999998
391,8317342,FALSE,NA,0,0,"",0.555393586005831,37,0,0.638702993568117,"",3.74100000000001
392,8317343,FALSE,NA,0,0,"",0.559766763848397,65,0,0.752456560246185,"",4.048
393,8317344,FALSE,NA,0,0,"",0.571428571428571,27,0,0.625684928167041,"",3.64100000000002
394,8317345,FALSE,NA,0,0,"",0.568513119533528,52,0,0.595847614820086,"",3.69499999999999
395,8317346,FALSE,NA,0,0,"",0.587463556851312,8,0,0.537040170891252,"",3.565
396,8317347,FALSE,NA,1,66,"!{age <= 62} & !{size <= 27}",0.561224489795918,108,2,0.789426927511809,"",4.36699999999999
397,8317348,FALSE,NA,1,108,"{grade3} & {size <= 35}",0.568513119533528,105,4,0.72999810400918,"",4.09299999999999
398,8317349,FALSE,NA,1,157,"{nodes <= 3} & {er <= 27}",0.606413994169096,136,5,0.736701761085876,"",4.386
399,8317350,FALSE,NA,0,0,"",0.536443148688047,147,0,0.831477173825009,"",4.745
400,8317351,FALSE,NA,1,182,"{size <= 20}",0.564139941690962,179,19,0.827862374040091,"",5.07999999999998
401,8317352,FALSE,NA,1,68,"{er <= 0} & {pgr <= 26}",0.552478134110787,186,2,0.798792045961289,"",5.685
402,8317353,FALSE,NA,0,0,"",0.607871720116618,51,0,0.683927521551568,"",3.827
403,8317354,FALSE,NA,0,0,"",0.580174927113703,50,0,0.640811230110413,"",3.86199999999999
404,8317355,FALSE,NA,1,93,"{size <= 20} & !{pgr <= 38}",0.593294460641399,217,1,0.804852441745965,"",5.96800000000002
405,8317356,FALSE,NA,0,0,"",0.558309037900875,50,0,0.628126592898604,"",3.905
406,8317357,FALSE,NA,1,108,"{er <= 10} & !{pgr <= 2}",0.594752186588921,186,10,0.746827917348417,"",5.262
407,8317358,FALSE,NA,0,0,"",0.60932944606414,5,0,0.543806853842097,"",3.524
408,8317359,FALSE,NA,0,0,"",0.587463556851312,147,0,0.813740613052507,"",4.55199999999999
409,8317360,FALSE,NA,0,0,"",0.533527696793003,56,0,0.667874138677575,"",4.05099999999999
410,8317361,FALSE,NA,0,0,"",0.551020408163265,124,0,0.749176671080064,"",4.66499999999999
411,8317362,FALSE,NA,0,0,"",0.578717201166181,19,0,0.638289752896091,"",3.5
412,8317363,FALSE,NA,0,0,"",0.569970845481049,31,0,0.654906173943273,"",3.73500000000001
413,8317364,FALSE,NA,0,0,"",0.56268221574344,8,0,0.543211535676443,"",3.833
414,8317365,FALSE,NA,1,212,"!{grade3} & !{er <= 72}",0.583090379008746,342,13,0.904430961624698,"",6.21099999999998
415,8317366,FALSE,NA,0,0,"",0.578717201166181,36,0,0.724647117947889,"",3.92599999999999
416,8317367,FALSE,NA,1,126,"{size <= 25} & !{nodes <= 3}",0.584548104956268,64,3,0.662951796364339,"",3.77000000000001
417,8317368,FALSE,NA,0,0,"",0.578717201166181,62,0,0.736565208473626,"",4.09300000000002
418,8317369,FALSE,NA,1,80,"!{pgr <= 16} & !{nodes <= 7}",0.581632653061224,54,2,0.698155354185712,"",4.07299999999998
419,8317370,FALSE,NA,0,0,"",0.526239067055394,80,0,0.74569384118972,"",4.41999999999996
420,8317371,FALSE,NA,0,0,"",0.552478134110787,46,0,0.719887479805677,"",4.065
421,8317372,FALSE,NA,1,105,"!{pgr <= 186} & {er <= 283}",0.530612244897959,199,5,0.788692170288418,"",5.18200000000002
422,8317373,FALSE,NA,0,0,"",0.561224489795918,21,0,0.626185464463469,"",3.75600000000003
423,8317374,FALSE,NA,0,0,"",0.568513119533528,25,0,0.663390067875986,"",3.779
424,8317375,FALSE,NA,1,116,"!{er <= 192} & !{pgr <= 4}",0.568513119533528,294,14,0.836564526732792,"",6.21899999999999
425,8317376,FALSE,NA,1,116,"{pgr <= 20} & !{nodes <= 3}",0.561224489795918,188,6,0.750996580829769,"",5.37799999999999
426,8317377,FALSE,NA,0,0,"",0.575801749271137,38,0,0.675421909126671,"",3.70699999999999
427,8317378,FALSE,NA,0,0,"",0.564139941690962,15,0,0.615336542945929,"",3.57500000000005
428,8317379,FALSE,NA,0,0,"",0.580174927113703,27,0,0.64117354406814,"",3.14600000000002
429,8317380,FALSE,NA,1,97,"{nodes <= 1} & {er <= 45}",0.610787172011662,306,1,0.851622153434879,"",5.26900000000001
430,8317381,FALSE,NA,0,0,"",0.593294460641399,247,0,0.838923982923477,"",6.564
431,8317382,FALSE,NA,0,0,"",0.551020408163265,23,0,0.673693743467963,"",3.599
432,8317383,FALSE,NA,0,0,"",0.596209912536443,141,0,0.785326240642065,"",4.912
433,8317384,FALSE,NA,0,0,"",0.553935860058309,67,0,0.711679296479153,"",4.291
434,8317385,FALSE,NA,1,118,"!{age <= 63} & !{pgr <= 0}",0.574344023323615,170,13,0.777831262070292,"",4.733
435,8317386,FALSE,NA,0,0,"",0.619533527696793,14,0,0.652461218287616,"",3.562
436,8317387,FALSE,NA,1,64,"{pgr <= 0} & !{size <= 20}",0.568513119533528,105,1,0.703549484711532,"",4.441
437,8317388,FALSE,NA,1,98,"{grade3} & {meno}",0.565597667638484,435,14,0.916993297677293,"",7.218
438,8317389,FALSE,NA,1,84,"{meno} & {age <= 53}",0.561224489795918,177,1,0.798338543452663,"",4.966
439,8317390,FALSE,NA,0,0,"",0.590379008746356,32,0,0.590717073897705,"",4.06
440,8317391,FALSE,NA,0,0,"",0.543731778425656,19,0,0.670191706933064,"",3.505
441,8317392,FALSE,NA,1,85,"{grade3} & {pgr <= 8}",0.584548104956268,82,1,0.680858507629119,"",3.986
442,8317393,FALSE,NA,1,107,"{meno} & !{er <= 174}",0.588921282798834,171,9,0.725765992353186,"",4.73099999999999
443,8317394,FALSE,NA,1,75,"!{nodes <= 5} & {pgr <= 7}",0.540816326530612,91,1,0.65457855770639,"",4.34
444,8317395,FALSE,NA,0,0,"",0.56268221574344,156,0,0.807453663909847,"",4.718
445,8317396,FALSE,NA,0,0,"",0.534985422740525,45,0,0.81277969941077,"",3.643
446,8317397,FALSE,NA,0,0,"",0.578717201166181,52,0,0.6481796956621,"",3.79900000000001
447,8317398,FALSE,NA,0,0,"",0.5466472303207,30,0,0.65155638018311,"",3.80499999999999
448,8317399,FALSE,NA,1,103,"{size <= 29.6} & !{pgr <= 120}",0.575801749271137,95,3,0.745105288032685,"",4.226
449,8317400,FALSE,NA,0,0,"",0.584548104956268,45,0,0.66876479745528,"",3.62299999999999
450,8317401,FALSE,NA,0,0,"",0.60932944606414,200,0,0.802875258308038,"",4.962
451,8317402,FALSE,NA,1,67,"{pgr <= 2} & !{er <= 0}",0.575801749271137,187,7,0.703334868895678,"",5.068
452,8317403,FALSE,NA,0,0,"",0.575801749271137,6,0,0.706649467528844,"",3.65600000000001
453,8317404,FALSE,NA,0,0,"",0.549562682215743,117,0,0.745267158724253,"",4.34599999999999
454,8317405,FALSE,NA,0,0,"",0.574344023323615,20,0,0.631968421788543,"",3.47
455,8317406,FALSE,NA,0,0,"",0.58600583090379,2,0,0.643280522030577,"",3.48100000000001
456,8317407,FALSE,NA,1,120,"{nodes <= 5} & {age <= 46}",0.591836734693878,98,1,0.756536690500538,"",4.627
457,8317408,FALSE,NA,1,110,"!{er <= 176} & {meno}",0.52332361516035,184,1,0.788018570337814,"",5.042
458,8317409,FALSE,NA,0,0,"",0.561224489795918,38,0,0.668132994302719,"",3.676
459,8317410,FALSE,NA,0,0,"",0.574344023323615,109,0,0.764099318445537,"",4.69200000000001
460,8317411,FALSE,NA,0,0,"",0.588921282798834,12,0,0.645690032643401,"",3.40699999999998
461,8317412,FALSE,NA,0,0,"",0.537900874635568,419,0,0.923608270594912,"",7.346
462,8317413,FALSE,NA,0,0,"",0.577259475218659,45,0,0.760863406458762,"",3.90799999999999
463,8317414,FALSE,NA,1,66,"!{nodes <= 8} & !{pgr <= 26}",0.587463556851312,49,1,0.695962460939272,"",3.77600000000001
464,8317415,FALSE,NA,0,0,"",0.564139941690962,20,0,0.656675499244102,"",3.49699999999999
465,8317416,FALSE,NA,1,167,"!{grade3} & !{pgr <= 114}",0.578717201166181,385,5,0.853482397906648,"",6.798
466,8317417,FALSE,NA,0,0,"",0.527696793002915,22,0,0.673369483892304,"",3.566
467,8317418,FALSE,NA,0,0,"",0.584548104956268,29,0,0.672875605246504,"",3.571
468,8317419,FALSE,NA,0,0,"",0.580174927113703,74,0,0.736630532763108,"",4.274
469,8317420,FALSE,NA,0,0,"",0.534985422740525,9,0,0.579319806062186,"",3.74600000000001
470,8317421,FALSE,NA,0,0,"",0.578717201166181,22,0,0.661745439010574,"",3.36099999999999
471,8317422,FALSE,NA,0,0,"",0.577259475218659,6,0,0.657932305387049,"",3.429
472,8317423,FALSE,NA,0,0,"",0.594752186588921,237,0,0.788050866437405,"",5.82999999999998
473,8317424,FALSE,NA,1,96,"{nodes <= 1} & {pgr <= 28}",0.568513119533528,250,4,0.756162282465269,"",5.54100000000003
474,8317425,FALSE,NA,0,0,"",0.606413994169096,166,0,0.781051291912787,"",4.79900000000001
475,8317426,FALSE,NA,1,122,"!{er <= 152}",0.572886297376093,127,15,0.677365542140114,"",4.815
476,8317427,FALSE,NA,1,132,"{nodes <= 3} & !{pgr <= 76}",0.565597667638484,604,24,0.945194192514624,"",9.042
477,8317428,FALSE,NA,0,0,"",0.529154518950437,20,0,0.720437117801139,"",3.721
478,8317429,FALSE,NA,0,0,"",0.552478134110787,68,0,0.692723482701918,"",4.21599999999998
479,8317430,FALSE,NA,0,0,"",0.572886297376093,67,0,0.695436618266167,"",4.03999999999999
480,8317431,FALSE,NA,0,0,"",0.615160349854227,9,0,0.610264211550494,"",3.63200000000001
481,8317432,FALSE,NA,0,0,"",0.590379008746356,198,0,0.833732304614923,"",5.23599999999999
482,8317433,FALSE,NA,0,0,"",0.603498542274052,63,0,0.746172019611957,"",3.99799999999999
483,8317434,FALSE,NA,0,0,"",0.572886297376093,23,0,0.636412982457626,"",3.47200000000001
484,8317435,FALSE,NA,0,0,"",0.559766763848397,49,0,0.690369436474172,"",3.874
485,8317436,FALSE,NA,1,146,"!{er <= 101} & !{pgr <= 26}",0.559766763848397,490,11,0.911508484323633,"",7.70099999999999
486,8317437,FALSE,NA,0,0,"",0.571428571428571,14,0,0.614941991840603,"",3.46200000000002
487,8317438,FALSE,NA,0,0,"",0.556851311953353,46,0,0.696646119109272,"",3.86199999999997
488,8317439,FALSE,NA,0,0,"",0.58600583090379,89,0,0.760334447431512,"",4.01900000000001
489,8317440,FALSE,NA,0,0,"",0.559766763848397,59,0,0.645754531485392,"",4.25
490,8317441,FALSE,NA,0,0,"",0.552478134110787,13,0,0.657216396952962,"",3.56799999999998
491,8317442,FALSE,NA,0,0,"",0.559766763848397,7,0,0.622982673014938,"",3.40100000000001
492,8317443,FALSE,NA,0,0,"",0.558309037900875,57,0,0.718723705747796,"",3.59500000000003
493,8317444,FALSE,NA,1,143,"!{nodes <= 5} & !{pgr <= 9}",0.558309037900875,186,9,0.76857160748775,"",4.84300000000002
494,8317445,FALSE,NA,0,0,"",0.594752186588921,12,0,0.64832832726596,"",3.34499999999997
495,8317446,FALSE,NA,1,70,"{er <= 0} & {age <= 62}",0.588921282798834,149,10,0.706560411168162,"",4.77700000000004
496,8317447,FALSE,NA,1,118,"{er <= 25} & !{pgr <= 14.1}",0.555393586005831,88,4,0.764301390659575,"",4.23699999999997
497,8317448,FALSE,NA,0,0,"",0.548104956268222,17,0,0.602239099906204,"",3.59499999999997
498,8317449,FALSE,NA,1,91,"!{er <= 191} & {pgr <= 328}",0.543731778425656,223,2,0.787264393849867,"",4.98199999999997
499,8317450,FALSE,NA,0,0,"",0.569970845481049,20,0,0.662928025485889,"",3.25299999999999
500,8317451,FALSE,NA,1,93,"{grade3} & {age <= 53}",0.568513119533528,152,3,0.785521670021289,"",4.25999999999999
501,8317452,FALSE,NA,1,222,"!{pgr <= 9} & {er <= 43}",0.569970845481049,346,4,0.904750511379261,"",7.187
502,8317453,FALSE,NA,1,144,"!{nodes <= 3} & {nodes <= 6}",0.599125364431487,331,5,0.893548454307188,"",6.702
503,8317454,FALSE,NA,0,0,"",0.561224489795918,29,0,0.730469711098928,"",3.776
504,8317455,FALSE,NA,0,0,"",0.568513119533528,58,0,0.741982384743636,"",4.231
505,8317456,FALSE,NA,0,0,"",0.580174927113703,30,0,0.658619257970033,"",4.017
506,8317457,FALSE,NA,0,0,"",0.56268221574344,10,0,0.587501623973097,"",3.578
507,8317458,FALSE,NA,0,0,"",0.568513119533528,50,0,0.672892495748066,"",3.726
508,8317459,FALSE,NA,1,68,"{pgr <= 26} & !{pgr <= 15}",0.587463556851312,85,1,0.756149964815573,"",4.21
509,8317460,FALSE,NA,0,0,"",0.581632653061224,39,0,0.712092002555018,"",3.759
510,8317461,FALSE,NA,0,0,"",0.599125364431487,11,0,0.570092789624095,"",3.443
511,8317462,FALSE,NA,1,162,"!{pgr <= 139} & !{grade3}",0.569970845481049,157,5,0.739749212607612,"",4.87200000000001
512,8317463,FALSE,NA,0,0,"",0.600583090379009,12,0,0.583329538515654,"",3.703
513,8317464,FALSE,NA,1,153,"!{nodes <= 5} & !{age <= 46}",0.567055393586006,351,8,0.933154801856095,"",6.356
514,8317465,FALSE,NA,1,174,"!{pgr <= 55} & {er <= 102}",0.571428571428571,150,5,0.72312602305137,"",4.584
515,8317466,FALSE,NA,1,99,"{er <= 62} & !{pgr <= 67}",0.588921282798834,133,2,0.802535283734841,"",5.05
516,8317467,FALSE,NA,0,0,"",0.619533527696793,11,0,0.569168829343691,"",3.35299999999999
517,8317468,FALSE,NA,0,0,"",0.574344023323615,23,0,0.657859316240921,"",3.694
518,8317469,FALSE,NA,0,0,"",0.56268221574344,22,0,0.593888640655978,"",3.60899999999999
519,8317470,FALSE,NA,0,0,"",0.568513119533528,34,0,0.562956303418538,"",3.90000000000001
520,8317471,FALSE,NA,0,0,"",0.53935860058309,122,0,0.806206216997797,"",4.476
521,8317472,FALSE,NA,0,0,"",0.555393586005831,92,0,0.713978843155684,"",4.182
522,8317473,FALSE,NA,0,0,"",0.597667638483965,85,0,0.717823419737813,"",4.25
523,8317474,FALSE,NA,0,0,"",0.561224489795918,27,0,0.701263953651094,"",3.86999999999999
524,8317475,FALSE,NA,0,0,"",0.561224489795918,20,0,0.638192265976669,"",3.45999999999999
525,8317476,FALSE,NA,0,0,"",0.575801749271137,302,0,0.871525231649473,"",6.16500000000001
526,8317477,FALSE,NA,0,0,"",0.564139941690962,21,0,0.685210551215197,"",3.86999999999999
527,8317478,FALSE,NA,1,79,"{size <= 20} & !{meno}",0.558309037900875,191,1,0.801090824502368,"",5.12400000000001
528,8317479,FALSE,NA,0,0,"",0.588921282798834,65,0,0.739286599334067,"",3.65400000000001
529,8317480,FALSE,NA,0,0,"",0.540816326530612,20,0,0.641193018526411,"",3.51400000000001
530,8317481,FALSE,NA,0,0,"",0.578717201166181,70,0,0.701282876456788,"",3.83699999999999
531,8317482,FALSE,NA,0,0,"",0.577259475218659,39,0,0.619467203396133,"",3.923
532,8317483,FALSE,NA,0,0,"",0.540816326530612,43,0,0.60453984184884,"",3.922
533,8317484,FALSE,NA,0,0,"",0.559766763848397,149,0,0.820281438041424,"",4.47
534,8317485,FALSE,NA,0,0,"",0.583090379008746,26,0,0.663461211202917,"",3.697
535,8317486,FALSE,NA,0,0,"",0.571428571428571,26,0,0.714656256494111,"",3.833
536,8317487,FALSE,NA,1,103,"!{nodes <= 7} & !{grade3}",0.532069970845481,42,1,0.628107476837016,"",3.90299999999999
537,8317488,FALSE,NA,0,0,"",0.597667638483965,101,0,0.773337033576962,"",4.15299999999999
538,8317489,FALSE,NA,0,0,"",0.591836734693878,256,0,0.853624575070626,"",5.64500000000001
539,8317490,FALSE,NA,0,0,"",0.575801749271137,16,0,0.661322244283316,"",3.88299999999998
540,8317491,FALSE,NA,0,0,"",0.581632653061224,27,0,0.695059261222893,"",3.79500000000002
541,8317492,FALSE,NA,0,0,"",0.569970845481049,22,0,0.651200795874229,"",3.62100000000001
542,8317493,FALSE,NA,1,62,"!{size <= 35} & {er <= 14}",0.559766763848397,114,1,0.737394402778001,"",4.50800000000001
543,8317494,FALSE,NA,1,66,"!{age <= 62} & !{size <= 25}",0.587463556851312,58,1,0.673253376797083,"",3.90100000000001
544,8317495,FALSE,NA,0,0,"",0.581632653061224,34,0,0.61313039079772,"",3.66299999999998
545,8317496,FALSE,NA,0,0,"",0.575801749271137,86,0,0.687171742681802,"",4.48699999999999
546,8317497,FALSE,NA,0,0,"",0.587463556851312,28,0,0.674186064703452,"",3.614
547,8317498,FALSE,NA,1,154,"{nodes <= 3} & !{pgr <= 91}",0.58600583090379,84,3,0.582761985864775,"",4.19499999999999
548,8317499,FALSE,NA,1,66,"!{nodes <= 3} & {size <= 20}",0.569970845481049,152,3,0.724189376792571,"",5.10500000000002
549,8317500,FALSE,NA,1,90,"!{pgr <= 48} & {er <= 44}",0.587463556851312,140,2,0.77897959527014,"",4.63499999999999
550,8317501,FALSE,NA,0,0,"",0.556851311953353,85,0,0.678120642726721,"",4.55500000000001
551,8317502,FALSE,NA,0,0,"",0.590379008746356,15,0,0.620457626537673,"",3.51299999999998
552,8317503,FALSE,NA,0,0,"",0.564139941690962,73,0,0.728298815638899,"",4.06800000000001
553,8317504,FALSE,NA,0,0,"",0.548104956268222,57,0,0.68775943034868,"",3.916
554,8317505,FALSE,NA,0,0,"",0.565597667638484,48,0,0.646761386656328,"",3.79999999999998
555,8317506,FALSE,NA,1,87,"{grade3} & {nodes <= 5}",0.591836734693878,158,2,0.66980082690121,"",4.72800000000001
556,8317507,FALSE,NA,0,0,"",0.568513119533528,19,0,0.650640571352628,"",3.82599999999999
557,8317508,FALSE,NA,0,0,"",0.569970845481049,27,0,0.682699383687261,"",3.988
558,8317509,FALSE,NA,0,0,"",0.596209912536443,95,0,0.762412272509996,"",4.30500000000001
559,8317510,FALSE,NA,0,0,"",0.584548104956268,12,0,0.538478973361501,"",3.429
560,8317511,FALSE,NA,1,67,"!{er <= 25} & !{size <= 35}",0.58600583090379,106,1,0.73029277100305,"",4.40800000000002
561,8317512,FALSE,NA,0,0,"",0.620991253644315,5,0,0.554336832467903,"",3.482
562,8317513,FALSE,NA,0,0,"",0.596209912536443,12,0,0.58587252731668,"",3.46299999999997
563,8317514,FALSE,NA,1,138,"!{pgr <= 104} & !{nodes <= 1}",0.545189504373178,368,11,0.915963203662374,"",6.89600000000002
564,8317515,FALSE,NA,0,0,"",0.594752186588921,5,0,0.538053378323148,"",3.60200000000003
565,8317516,FALSE,NA,0,0,"",0.564139941690962,23,0,0.599688019093595,"",3.54399999999998
566,8317517,FALSE,NA,0,0,"",0.578717201166181,107,0,0.731643602371058,"",4.351
567,8317518,FALSE,NA,0,0,"",0.575801749271137,61,0,0.734711332824318,"",4.13900000000001
568,8317519,FALSE,NA,0,0,"",0.553935860058309,129,0,0.7604022315318,"",4.68400000000003
569,8317520,FALSE,NA,0,0,"",0.558309037900875,128,0,0.722122931244982,"",4.79199999999997
570,8317521,FALSE,NA,0,0,"",0.532069970845481,16,0,0.681180580368119,"",3.721
571,8317522,FALSE,NA,0,0,"",0.567055393586006,21,0,0.645739013520609,"",3.464
572,8317523,FALSE,NA,0,0,"",0.553935860058309,41,0,0.688519148414899,"",4.097
573,8317524,FALSE,NA,0,0,"",0.568513119533528,118,0,0.756326648040023,"",4.647
574,8317525,FALSE,NA,1,119,"{nodes <= 1} & !{er <= 3}",0.556851311953353,185,5,0.743080776013383,"",5.179
575,8317526,FALSE,NA,1,75,"{grade3} & {er <= 3}",0.600583090379009,65,1,0.725482042486883,"",3.827
576,8317527,FALSE,NA,1,129,"!{pgr <= 116} & {age <= 60}",0.551020408163265,210,14,0.822056358654937,"",5.333
577,8317528,FALSE,NA,0,0,"",0.565597667638484,18,0,0.671340846772067,"",3.614
578,8317529,FALSE,NA,0,0,"",0.603498542274052,9,0,0.677843566420279,"",3.436
579,8317530,FALSE,NA,0,0,"",0.577259475218659,35,0,0.730134637991378,"",3.419
580,8317531,FALSE,NA,1,69,"!{er <= 174} & {size <= 29.6}",0.553935860058309,297,7,0.843815034549918,"",6.209
581,8317532,FALSE,NA,1,100,"{nodes <= 1} & {age <= 54}",0.575801749271137,288,10,0.815840587455401,"",6.196
582,8317533,FALSE,NA,0,0,"",0.581632653061224,11,0,0.583585921572712,"",3.432
583,8317534,FALSE,NA,1,117,"{age <= 53} & !{er <= 44}",0.549562682215743,201,7,0.770362798319847,"",5.346
584,8317535,FALSE,NA,1,90,"{pgr <= 14} & !{er <= 8}",0.567055393586006,69,2,0.699102153358527,"",4.074
585,8317536,FALSE,NA,0,0,"",0.615160349854227,75,0,0.702215292752139,"",4.23500000000001
586,8317537,FALSE,NA,0,0,"",0.571428571428571,80,0,0.726138408587561,"",4.07599999999999
587,8317538,FALSE,NA,1,114,"!{age <= 62} & !{pgr <= 16}",0.572886297376093,80,2,0.743164068649023,"",4.154
588,8317539,FALSE,NA,0,0,"",0.581632653061224,2,0,0.572617250437801,"",3.44
589,8317540,FALSE,NA,0,0,"",0.583090379008746,15,0,0.602469444489792,"",3.36099999999999
590,8317541,FALSE,NA,0,0,"",0.581632653061224,66,0,0.690892486717386,"",3.8
591,8317542,FALSE,NA,0,0,"",0.559766763848397,66,0,0.641694859283752,"",3.765
592,8317543,FALSE,NA,0,0,"",0.565597667638484,33,0,0.674372707547839,"",3.655
593,8317544,FALSE,NA,1,73,"{nodes <= 1} & !{pgr <= 78}",0.569970845481049,146,1,0.764174303835103,"",4.46600000000001
594,8317545,FALSE,NA,0,0,"",0.536443148688047,19,0,0.588070358110765,"",3.639
595,8317546,FALSE,NA,0,0,"",0.591836734693878,19,0,0.601909787842969,"",3.322
596,8317547,FALSE,NA,0,0,"",0.594752186588921,7,0,0.591405659563487,"",3.711
597,8317548,FALSE,NA,1,265,"{age <= 52} & !{er <= 5}",0.558309037900875,151,1,0.680182902514289,"",4.66900000000001
598,8317549,FALSE,NA,0,0,"",0.568513119533528,101,0,0.750782554064312,"",4.241
599,8317550,FALSE,NA,1,93,"{grade3} & {er <= 20}",0.580174927113703,76,2,0.760678150160685,"",4.124
600,8317551,FALSE,NA,0,0,"",0.607871720116618,197,0,0.786046972016891,"",5.367
601,8317552,FALSE,NA,1,180,"!{pgr <= 73} & {age <= 61}",0.568513119533528,217,4,0.856312353490955,"",5.20699999999999
602,8317553,FALSE,NA,0,0,"",0.580174927113703,46,0,0.529925409702407,"",3.791
603,8317554,FALSE,NA,0,0,"",0.568513119533528,103,0,0.733461840270439,"",4.559
604,8317555,FALSE,NA,0,0,"",0.583090379008746,38,0,0.704875453359094,"",3.60499999999999
605,8317556,FALSE,NA,1,96,"{pgr <= 5} & !{er <= 0}",0.533527696793003,76,1,0.659011701828434,"",4.06199999999998
606,8317557,FALSE,NA,1,152,"!{pgr <= 100} & {size <= 35}",0.558309037900875,569,10,0.964829431981906,"",8.55000000000001
607,8317558,FALSE,NA,0,0,"",0.569970845481049,232,0,0.867053807366503,"",5.16899999999998
608,8317559,FALSE,NA,1,98,"!{nodes <= 7} & !{er <= 9}",0.591836734693878,103,1,0.667643824622953,"",4.036
609,8317560,FALSE,NA,1,84,"{pgr <= 3} & !{nodes <= 2}",0.574344023323615,123,3,0.693829765437585,"",4.63399999999999
610,8317561,FALSE,NA,0,0,"",0.578717201166181,46,0,0.694844923926208,"",3.77500000000001
611,8317562,FALSE,NA,1,183,"!{age <= 54} & !{nodes <= 2}",0.596209912536443,335,1,0.850732502325802,"",6.48699999999999
612,8317563,FALSE,NA,0,0,"",0.572886297376093,37,0,0.730094312698328,"",3.48700000000002
613,8317564,FALSE,NA,0,0,"",0.565597667638484,18,0,0.615922235171641,"",3.381
614,8317565,FALSE,NA,0,0,"",0.604956268221574,60,0,0.673355699002186,"",3.68600000000001
615,8317566,FALSE,NA,0,0,"",0.564139941690962,42,0,0.607408657997255,"",4.05599999999998
616,8317567,FALSE,NA,0,0,"",0.569970845481049,205,0,0.742571070458548,"",5.239
617,8317568,FALSE,NA,0,0,"",0.60932944606414,7,0,0.561302252612932,"",2.98500000000001
618,8317569,FALSE,NA,0,0,"",0.574344023323615,34,0,0.698551799819288,"",3.80699999999999
619,8317570,FALSE,NA,0,0,"",0.559766763848397,92,0,0.680746853786263,"",4.29300000000001
620,8317571,FALSE,NA,0,0,"",0.575801749271137,50,0,0.659439043438021,"",3.851
621,8317572,FALSE,NA,0,0,"",0.588921282798834,70,0,0.664550397230297,"",4.059
622,8317573,FALSE,NA,1,67,"!{age <= 61} & !{size <= 25}",0.555393586005831,99,1,0.679212455646434,"",4.03399999999999
623,8317574,FALSE,NA,0,0,"",0.569970845481049,165,0,0.786330784510162,"",4.86000000000001
624,8317575,FALSE,NA,1,107,"!{grade3} & !{pgr <= 185}",0.556851311953353,96,2,0.749815534924406,"",4.179
625,8317576,FALSE,NA,0,0,"",0.577259475218659,126,0,0.674607885567349,"",4.64699999999999
626,8317577,FALSE,NA,0,0,"",0.616618075801749,8,0,0.611576741256001,"",2.90199999999999
627,8317578,FALSE,NA,1,69,"{age <= 46} & !{nodes <= 4.8}",0.549562682215743,80,1,0.718229284796261,"",4.006
628,8317579,FALSE,NA,1,80,"{grade3} & !{age <= 52}",0.591836734693878,140,1,0.782977491971363,"",4.697
629,8317580,FALSE,NA,0,0,"",0.593294460641399,7,0,0.605415607418986,"",3.44
630,8317581,FALSE,NA,1,77,"{size <= 20} & {pgr <= 25}",0.578717201166181,279,1,0.860848489064347,"",5.904
631,8317582,FALSE,NA,1,85,"{size <= 20} & !{age <= 54}",0.540816326530612,168,1,0.808406088386648,"",4.78100000000001
632,8317583,FALSE,NA,0,0,"",0.590379008746356,47,0,0.684136714686757,"",3.5
633,8317584,FALSE,NA,0,0,"",0.575801749271137,35,0,0.63604148511903,"",3.75299999999999
634,8317585,FALSE,NA,0,0,"",0.558309037900875,18,0,0.623523240370228,"",3.738
635,8317586,FALSE,NA,0,0,"",0.577259475218659,13,0,0.632425639229675,"",3.28499999999997
636,8317587,FALSE,NA,1,81,"!{age <= 61} & !{nodes <= 2}",0.565597667638484,203,1,0.758315015631917,"",5.09100000000001
