"table","row","col","alpha","c0","cell","design_hr","n","value","count","denominator","source_column","source_payload"
"S6","claim_threshold","level_median_of_cell_medians_Bcells",0.05,,"B1;B4","0.657;0.721","500",0.999678922993562,,2,"2*pnorm(kappa_hat_05)-1","declcal_inull_B1_res_1_2000.rds;declcal_inull_B4_res_1_2000.rds"
"S6","claim_threshold","kappa_pooled_median_allcells",0.05,,"B2;B5;C1;C3","0.657;0.721;1.5;2","1000",3.59426406643535,,8000,"kappa_hat_05","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds;declcal_power_C1_res_1_2000.rds;declcal_power_C3_res_1_2000.rds"
"S6","claim_threshold","level_pooled_median_allcells",0.05,,"B2;B5;C1;C3","0.657;0.721;1.5;2","1000",0.999674690223973,,8000,"2*pnorm(kappa_hat_05)-1","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds;declcal_power_C1_res_1_2000.rds;declcal_power_C3_res_1_2000.rds"
"S6","claim_threshold","kappa_median_of_cell_medians_allcells",0.05,,"B2;B5;C1;C3","0.657;0.721;1.5;2","1000",3.59142744240508,,4,"kappa_hat_05","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds;declcal_power_C1_res_1_2000.rds;declcal_power_C3_res_1_2000.rds"
"S6","claim_threshold","level_median_of_cell_medians_allcells",0.05,,"B2;B5;C1;C3","0.657;0.721;1.5;2","1000",0.999671128259415,,4,"2*pnorm(kappa_hat_05)-1","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds;declcal_power_C1_res_1_2000.rds;declcal_power_C3_res_1_2000.rds"
"S6","claim_threshold","kappa_pooled_median_Bcells",0.05,,"B2;B5","0.657;0.721","1000",3.59820461350431,,4000,"kappa_hat_05","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds"
"S6","claim_threshold","level_pooled_median_Bcells",0.05,,"B2;B5","0.657;0.721","1000",0.999679578503939,,4000,"2*pnorm(kappa_hat_05)-1","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds"
"S6","claim_threshold","kappa_median_of_cell_medians_Bcells",0.05,,"B2;B5","0.657;0.721","1000",3.59757421927072,,2,"kappa_hat_05","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds"
"S6","claim_threshold","level_median_of_cell_medians_Bcells",0.05,,"B2;B5","0.657;0.721","1000",0.99967880114252,,2,"2*pnorm(kappa_hat_05)-1","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds"
"S6","claim_threshold","kappa_pooled_median_allcells",0.05,,"B3;B6;C2;C4","0.657;0.721;1.5;2","1500",3.58198425601009,,8000,"kappa_hat_05","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds;declcal_power_C2_res_1_2000.rds;declcal_power_C4_res_1_2000.rds"
"S6","claim_threshold","level_pooled_median_allcells",0.05,,"B3;B6;C2;C4","0.657;0.721;1.5;2","1500",0.999659005652498,,8000,"2*pnorm(kappa_hat_05)-1","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds;declcal_power_C2_res_1_2000.rds;declcal_power_C4_res_1_2000.rds"
"S6","claim_threshold","kappa_median_of_cell_medians_allcells",0.05,,"B3;B6;C2;C4","0.657;0.721;1.5;2","1500",3.58011999589828,,4,"kappa_hat_05","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds;declcal_power_C2_res_1_2000.rds;declcal_power_C4_res_1_2000.rds"
"S6","claim_threshold","level_median_of_cell_medians_allcells",0.05,,"B3;B6;C2;C4","0.657;0.721;1.5;2","1500",0.999656563541751,,4,"2*pnorm(kappa_hat_05)-1","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds;declcal_power_C2_res_1_2000.rds;declcal_power_C4_res_1_2000.rds"
"S6","claim_threshold","kappa_pooled_median_Bcells",0.05,,"B3;B6","0.657;0.721","1500",3.58652058116438,,4000,"kappa_hat_05","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds"
"S6","claim_threshold","level_pooled_median_Bcells",0.05,,"B3;B6","0.657;0.721","1500",0.999664880373859,,4000,"2*pnorm(kappa_hat_05)-1","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds"
"S6","claim_threshold","kappa_median_of_cell_medians_Bcells",0.05,,"B3;B6","0.657;0.721","1500",3.58601598845625,,2,"kappa_hat_05","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds"
"S6","claim_threshold","level_median_of_cell_medians_Bcells",0.05,,"B3;B6","0.657;0.721","1500",0.999664231618605,,2,"2*pnorm(kappa_hat_05)-1","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds"
"S6","calibrated_c070","kappa_pooled_median_allcells",0.1,"c070","B1;B4","0.657;0.721","500",2.19024774196681,,4000,"kappa_hat_10_c070","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c070","level_pooled_median_allcells",0.1,"c070","B1;B4","0.657;0.721","500",0.971493725478716,,4000,"2*pnorm(kappa_hat_10_c070)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c070","kappa_median_of_cell_medians_allcells",0.1,"c070","B1;B4","0.657;0.721","500",2.19211987327685,,2,"kappa_hat_10_c070","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c070","level_median_of_cell_medians_allcells",0.1,"c070","B1;B4","0.657;0.721","500",0.971629147875923,,2,"2*pnorm(kappa_hat_10_c070)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c070","kappa_pooled_median_Bcells",0.1,"c070","B1;B4","0.657;0.721","500",2.19024774196681,,4000,"kappa_hat_10_c070","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c070","level_pooled_median_Bcells",0.1,"c070","B1;B4","0.657;0.721","500",0.971493725478716,,4000,"2*pnorm(kappa_hat_10_c070)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c070","kappa_median_of_cell_medians_Bcells",0.1,"c070","B1;B4","0.657;0.721","500",2.19211987327685,,2,"kappa_hat_10_c070","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c070","level_median_of_cell_medians_Bcells",0.1,"c070","B1;B4","0.657;0.721","500",0.971629147875923,,2,"2*pnorm(kappa_hat_10_c070)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c070","kappa_pooled_median_allcells",0.1,"c070","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",1.83063391605547,,8000,"kappa_hat_10_c070","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c070","level_pooled_median_allcells",0.1,"c070","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",0.932844797261973,,8000,"2*pnorm(kappa_hat_10_c070)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c070","kappa_median_of_cell_medians_allcells",0.1,"c070","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",1.82272077221928,,4,"kappa_hat_10_c070","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c070","level_median_of_cell_medians_allcells",0.1,"c070","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",0.931654307439501,,4,"2*pnorm(kappa_hat_10_c070)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c070","kappa_pooled_median_Bcells",0.1,"c070","B2;B5","0.657;0.721","1000",1.84619738762743,,4000,"kappa_hat_10_c070","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c070","level_pooled_median_Bcells",0.1,"c070","B2;B5","0.657;0.721","1000",0.935136449853615,,4000,"2*pnorm(kappa_hat_10_c070)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c070","kappa_median_of_cell_medians_Bcells",0.1,"c070","B2;B5","0.657;0.721","1000",1.84714136506575,,2,"kappa_hat_10_c070","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c070","level_median_of_cell_medians_Bcells",0.1,"c070","B2;B5","0.657;0.721","1000",0.935273345250779,,2,"2*pnorm(kappa_hat_10_c070)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c070","kappa_pooled_median_allcells",0.1,"c070","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",1.51574750235675,,8000,"kappa_hat_10_c070","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c070","level_pooled_median_allcells",0.1,"c070","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",0.870416788822104,,8000,"2*pnorm(kappa_hat_10_c070)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c070","kappa_median_of_cell_medians_allcells",0.1,"c070","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",1.5057185057104,,4,"kappa_hat_10_c070","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c070","level_median_of_cell_medians_allcells",0.1,"c070","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",0.867860548695646,,4,"2*pnorm(kappa_hat_10_c070)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c070","kappa_pooled_median_Bcells",0.1,"c070","B3;B6","0.657;0.721","1500",1.53169736029526,,4000,"kappa_hat_10_c070","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","calibrated_c070","level_pooled_median_Bcells",0.1,"c070","B3;B6","0.657;0.721","1500",0.874402865888804,,4000,"2*pnorm(kappa_hat_10_c070)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","calibrated_c070","kappa_median_of_cell_medians_Bcells",0.1,"c070","B3;B6","0.657;0.721","1500",1.53250949298789,,2,"kappa_hat_10_c070","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","calibrated_c070","level_median_of_cell_medians_Bcells",0.1,"c070","B3;B6","0.657;0.721","1500",0.874603243165051,,2,"2*pnorm(kappa_hat_10_c070)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","calibrated_c075","kappa_pooled_median_allcells",0.1,"c075","B1;B4","0.657;0.721","500",2.39421050947416,,4000,"kappa_hat_10_c075","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c075","level_pooled_median_allcells",0.1,"c075","B1;B4","0.657;0.721","500",0.983343813901283,,4000,"2*pnorm(kappa_hat_10_c075)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c075","kappa_median_of_cell_medians_allcells",0.1,"c075","B1;B4","0.657;0.721","500",2.39381032702258,,2,"kappa_hat_10_c075","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c075","level_median_of_cell_medians_allcells",0.1,"c075","B1;B4","0.657;0.721","500",0.983325630915502,,2,"2*pnorm(kappa_hat_10_c075)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c075","kappa_pooled_median_Bcells",0.1,"c075","B1;B4","0.657;0.721","500",2.39421050947416,,4000,"kappa_hat_10_c075","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c075","level_pooled_median_Bcells",0.1,"c075","B1;B4","0.657;0.721","500",0.983343813901283,,4000,"2*pnorm(kappa_hat_10_c075)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c075","kappa_median_of_cell_medians_Bcells",0.1,"c075","B1;B4","0.657;0.721","500",2.39381032702258,,2,"kappa_hat_10_c075","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c075","level_median_of_cell_medians_Bcells",0.1,"c075","B1;B4","0.657;0.721","500",0.983325630915502,,2,"2*pnorm(kappa_hat_10_c075)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c075","kappa_pooled_median_allcells",0.1,"c075","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",2.09314848404227,,8000,"kappa_hat_10_c075","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c075","level_pooled_median_allcells",0.1,"c075","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",0.963664098209989,,8000,"2*pnorm(kappa_hat_10_c075)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c075","kappa_median_of_cell_medians_allcells",0.1,"c075","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",2.08556010599304,,4,"kappa_hat_10_c075","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c075","level_median_of_cell_medians_allcells",0.1,"c075","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",0.962981511757938,,4,"2*pnorm(kappa_hat_10_c075)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c075","kappa_pooled_median_Bcells",0.1,"c075","B2;B5","0.657;0.721","1000",2.10681712923553,,4000,"kappa_hat_10_c075","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c075","level_pooled_median_Bcells",0.1,"c075","B2;B5","0.657;0.721","1000",0.96486656587853,,4000,"2*pnorm(kappa_hat_10_c075)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c075","kappa_median_of_cell_medians_Bcells",0.1,"c075","B2;B5","0.657;0.721","1000",2.10854398210866,,2,"kappa_hat_10_c075","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c075","level_median_of_cell_medians_Bcells",0.1,"c075","B2;B5","0.657;0.721","1000",0.965016037461611,,2,"2*pnorm(kappa_hat_10_c075)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c075","kappa_pooled_median_allcells",0.1,"c075","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",1.8275621232884,,8000,"kappa_hat_10_c075","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c075","level_pooled_median_allcells",0.1,"c075","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",0.932384705284681,,8000,"2*pnorm(kappa_hat_10_c075)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c075","kappa_median_of_cell_medians_allcells",0.1,"c075","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",1.81786308375182,,4,"kappa_hat_10_c075","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c075","level_median_of_cell_medians_allcells",0.1,"c075","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",0.930914938121226,,4,"2*pnorm(kappa_hat_10_c075)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c075","kappa_pooled_median_Bcells",0.1,"c075","B3;B6","0.657;0.721","1500",1.84107774232151,,4000,"kappa_hat_10_c075","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","calibrated_c075","level_pooled_median_Bcells",0.1,"c075","B3;B6","0.657;0.721","1500",0.934389833125998,,4000,"2*pnorm(kappa_hat_10_c075)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","calibrated_c075","kappa_median_of_cell_medians_Bcells",0.1,"c075","B3;B6","0.657;0.721","1500",1.84157143778802,,2,"kappa_hat_10_c075","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","calibrated_c075","level_median_of_cell_medians_Bcells",0.1,"c075","B3;B6","0.657;0.721","1500",0.934462137846044,,2,"2*pnorm(kappa_hat_10_c075)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","calibrated_c080","kappa_pooled_median_allcells",0.1,"c080","B1;B4","0.657;0.721","500",2.59008792935716,,4000,"kappa_hat_10_c080","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c080","level_pooled_median_allcells",0.1,"c080","B1;B4","0.657;0.721","500",0.990404858007737,,4000,"2*pnorm(kappa_hat_10_c080)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c080","kappa_median_of_cell_medians_allcells",0.1,"c080","B1;B4","0.657;0.721","500",2.58998688320329,,2,"kappa_hat_10_c080","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c080","level_median_of_cell_medians_allcells",0.1,"c080","B1;B4","0.657;0.721","500",0.990402041101656,,2,"2*pnorm(kappa_hat_10_c080)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c080","kappa_pooled_median_Bcells",0.1,"c080","B1;B4","0.657;0.721","500",2.59008792935716,,4000,"kappa_hat_10_c080","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c080","level_pooled_median_Bcells",0.1,"c080","B1;B4","0.657;0.721","500",0.990404858007737,,4000,"2*pnorm(kappa_hat_10_c080)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c080","kappa_median_of_cell_medians_Bcells",0.1,"c080","B1;B4","0.657;0.721","500",2.58998688320329,,2,"kappa_hat_10_c080","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c080","level_median_of_cell_medians_Bcells",0.1,"c080","B1;B4","0.657;0.721","500",0.990402041101656,,2,"2*pnorm(kappa_hat_10_c080)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c080","kappa_pooled_median_allcells",0.1,"c080","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",2.34803632490711,,8000,"kappa_hat_10_c080","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c080","level_pooled_median_allcells",0.1,"c080","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",0.98112731934301,,8000,"2*pnorm(kappa_hat_10_c080)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c080","kappa_median_of_cell_medians_allcells",0.1,"c080","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",2.34175786715826,,4,"kappa_hat_10_c080","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c080","level_median_of_cell_medians_allcells",0.1,"c080","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",0.98080683786351,,4,"2*pnorm(kappa_hat_10_c080)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c080","kappa_pooled_median_Bcells",0.1,"c080","B2;B5","0.657;0.721","1000",2.3606534936629,,4000,"kappa_hat_10_c080","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c080","level_pooled_median_Bcells",0.1,"c080","B2;B5","0.657;0.721","1000",0.981757232881565,,4000,"2*pnorm(kappa_hat_10_c080)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c080","kappa_median_of_cell_medians_Bcells",0.1,"c080","B2;B5","0.657;0.721","1000",2.36062341127909,,2,"kappa_hat_10_c080","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c080","level_median_of_cell_medians_Bcells",0.1,"c080","B2;B5","0.657;0.721","1000",0.981755753178493,,2,"2*pnorm(kappa_hat_10_c080)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c080","kappa_pooled_median_allcells",0.1,"c080","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",2.13053108704037,,8000,"kappa_hat_10_c080","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c080","level_pooled_median_allcells",0.1,"c080","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",0.966872207887702,,8000,"2*pnorm(kappa_hat_10_c080)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c080","kappa_median_of_cell_medians_allcells",0.1,"c080","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",2.12276706488891,,4,"kappa_hat_10_c080","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c080","level_median_of_cell_medians_allcells",0.1,"c080","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",0.966226624008597,,4,"2*pnorm(kappa_hat_10_c080)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c080","kappa_pooled_median_Bcells",0.1,"c080","B3;B6","0.657;0.721","1500",2.14352728085401,,4000,"kappa_hat_10_c080","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","calibrated_c080","level_pooled_median_Bcells",0.1,"c080","B3;B6","0.657;0.721","1500",0.967929217090803,,4000,"2*pnorm(kappa_hat_10_c080)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","calibrated_c080","kappa_median_of_cell_medians_Bcells",0.1,"c080","B3;B6","0.657;0.721","1500",2.14342925294073,,2,"kappa_hat_10_c080","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","calibrated_c080","level_median_of_cell_medians_Bcells",0.1,"c080","B3;B6","0.657;0.721","1500",0.967921353751405,,2,"2*pnorm(kappa_hat_10_c080)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","calibrated_c085","kappa_pooled_median_allcells",0.1,"c085","B1;B4","0.657;0.721","500",2.78254431946042,,4000,"kappa_hat_10_c085","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c085","level_pooled_median_allcells",0.1,"c085","B1;B4","0.657;0.721","500",0.994606550164264,,4000,"2*pnorm(kappa_hat_10_c085)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c085","kappa_median_of_cell_medians_allcells",0.1,"c085","B1;B4","0.657;0.721","500",2.78247570428767,,2,"kappa_hat_10_c085","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c085","level_median_of_cell_medians_allcells",0.1,"c085","B1;B4","0.657;0.721","500",0.994605409579191,,2,"2*pnorm(kappa_hat_10_c085)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c085","kappa_pooled_median_Bcells",0.1,"c085","B1;B4","0.657;0.721","500",2.78254431946042,,4000,"kappa_hat_10_c085","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c085","level_pooled_median_Bcells",0.1,"c085","B1;B4","0.657;0.721","500",0.994606550164264,,4000,"2*pnorm(kappa_hat_10_c085)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c085","kappa_median_of_cell_medians_Bcells",0.1,"c085","B1;B4","0.657;0.721","500",2.78247570428767,,2,"kappa_hat_10_c085","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
"S6","calibrated_c085","level_median_of_cell_medians_Bcells",0.1,"c085","B1;B4","0.657;0.721","500",0.994605409579191,,2,"2*pnorm(kappa_hat_10_c085)-1","declcalc0_inull_B1_res_1_2000.rds;declcalc0_inull_B4_res_1_2000.rds"
